0.039039397	0.039039397	0.039039397	0.000899007	0.039039397	0.003945129	0.038844804	0.025746985	0.007258839	0.112230356	0.001275039	0.000560407	0.004101258	0.000684962	0.00354193
0.008713297	0.008713297	0.008713297	0	0.008713297	0.000332676	0.579655933	0.007763396	0.000136248	0.000141936	0	3.7034E-05	8.14629E-08	5.01627E-06	1.15409E-05
0.006163616	0.006163616	0.006163616	6.67828E-05	0.006163616	0.000915467	0.001226826	0.020780487	0.000924952	0.040642378	0	0.001025486	0.004394796	0.000138902	0.000319573
0.002535603	0.002535603	0.002535603	0.141000506	0.002535603	0.202926579	2.05852E-05	0.020588967	0.001070634	2.29507E-05	0.004480789	0.032029002	0.01237671	0.003219375	0.004046423
0.034178275	0.034178275	0.034178275	0.000144678	0.034178275	0.000264053	0.004070013	0.034522326	0.046407293	0.003623561	0.016421814	2.708E-06	0.001495594	0.000445354	0.000510236
0.017789604	0.017789604	0.017789604	0.105108381	0.017789604	0.364495118	0.007463429	0.047535848	0.025316368	0.013532109	0.042029588	0.114186591	0.025228898	0.0398558	0.077544418
0.024926605	0.024926605	0.024926605	0.006155518	0.024926605	0.003653205	0.026551768	0.041552712	0.011862688	0.026681411	0.015048648	0.003130123	0.125486759	0.007867231	0.01101503
0.051978572	0.051978572	0.051978572	0.066123713	0.051978572	0.066188393	0.016580576	0.354996882	0.061807385	0.012799	0.220852622	0.011161654	0.027081035	0.016814626	0.094478433
0.145100655	0.145100655	0.145100655	0.013345332	0.145100655	0.023564238	0.01892772	0.061428191	0.511605595	0.100208262	0.268648765	0.028943152	0.096312805	0.096750813	0.065624818
0.073215375	0.073215375	0.073215375	0.007659998	0.073215375	0.013555824	0.021856345	0.047393993	0.023912729	0.293868198	0.013910085	0.015661889	0.011811133	0.009051861	0.01657615
0.001215748	0.001215748	0.001215748	0.000275892	0.001215748	0.00028591	0.000481209	0.000437698	0.000368997	0.000473316	0.012418642	0.003343314	0.003800029	0.005667791	0.015584858
0.030705108	0.030705108	0.030705108	0.024006085	0.030705108	0.032427011	0.039388078	0.034727262	0.041044806	0.016317305	0.048538974	0.03682731	0.045306019	0.043633725	0.06862654
0.03908721	0.03908721	0.03908721	0.013153307	0.03908721	0.019177389	0.036523201	0.027418583	0.017982568	0.012248138	0.068817133	0.056255852	0.072909815	0.016384612	0.021271039
0.040858827	0.040858827	0.040858827	0.02709793	0.040858827	0.033811654	0.015487819	0.043215383	0.04088395	0.062960562	0.048549969	0.133836809	0.083461108	0.117538358	0.075920481
0.01647674	0.01647674	0.01647674	0.007852581	0.01647674	0.006176292	0.002078783	0.008157268	0.008732341	0.017331098	0.005563006	0.024831322	0.029977677	0.02170969	0.058498847
