CH,coal,crude,natgas,agr,mine,man1,ref,man2,man3,util,cons,ser1,tran,ser2,ser3,Int,fin,Imp,Exp,TO,NX,,CH,coal,crude,natgas,agr,mine,man1,ref,man2,man3,util,cons,ser1,tran,ser2,ser3,Int,fin,Imp,Exp,TO,NX,Cons
mine,152.8783778,1968.267288,1027.378747,69.01437218,1678.536413,602.5590895,30451.71549,3614.722364,15873.9689,1268.178475,4277.054543,151.9736023,518.9046276,53.24176848,377.6404277,62086.03449,19224.17167,27616.83391,47791.71507,101485.0873,20174.88116,,mine,0.152878378,1.968267288,1.027378747,0.069014372,1.678536413,0.602559089,30.45171549,3.614722364,15.8739689,1.268178475,4.277054543,0.151973602,0.518904628,0.053241768,0.377640428,62.08603449,19.22417167,27.61683391,47.79171507,101.4850873,20.17488116,81.31020616
man1,50.25879843,348.1187124,224.7173266,9914.069273,442.3899788,73470.97286,549.5878508,5651.109466,16880.35532,578.2070822,23741.59657,28265.56874,1628.193503,16779.43423,12243.63899,190768.2187,263752.8202,96306.10185,71493.45411,429708.3912,-24812.64774,,man1,0.050258798,0.348118712,0.224717327,9.914069273,0.442389979,73.47097286,0.549587851,5.651109466,16.88035532,0.578207082,23.74159657,28.26556874,1.628193503,16.77943423,12.24363899,190.7682187,263.7528202,96.30610185,71.49345411,429.7083912,-24.81264774,454.5210389
ref,112.8739224,1273.606767,690.6267898,4303.361366,1173.558355,3727.848976,4034.606217,9499.598313,4859.05036,4777.930699,5825.000019,3960.287726,20547.34814,4408.708347,6813.107438,76007.51344,55029.54802,53535.97526,27584.83414,105085.9203,-25951.14112,,ref,0.112873922,1.273606767,0.69062679,4.303361366,1.173558355,3.727848976,4.034606217,9.499598313,4.85905036,4.777930699,5.825000019,3.960287726,20.54734814,4.408708347,6.813107438,76.00751344,55.02954802,53.53597526,27.58483414,105.0859203,-25.95114112,131.0370615
man2,137.231881,3011.031688,1392.669339,7863.860124,1962.182172,16625.28157,4421.606643,52052.95575,34081.11653,6096.82628,33985.9502,13825.94451,2649.517355,5554.493924,16775.21305,200435.881,74191.74734,109078.5277,64895.08371,230444.1844,-44183.44394,,man2,0.137231881,3.011031688,1.392669339,7.863860124,1.962182172,16.62528157,4.421606643,52.05295575,34.08111653,6.09682628,33.9859502,13.82594451,2.649517355,5.554493924,16.77521305,200.435881,74.19174734,109.0785277,64.89508371,230.4441844,-44.18344394,274.6276284
man3,254.9878563,2070.637338,1255.219109,2968.29423,2355.909777,7442.162107,1018.387768,5879.03082,332997.7942,1914.18934,59907.66136,29239.82491,6364.110564,11989.90833,18164.66001,483822.7778,350248.133,404002.4771,356576.2853,786644.719,-47426.19176,,man3,0.254987856,2.070637338,1.255219109,2.96829423,2.355909777,7.442162107,1.018387768,5.87903082,332.9977942,1.91418934,59.90766136,29.23982491,6.364110564,11.98990833,18.16466001,483.8227778,350.248133,404.0024771,356.5762853,786.644719,-47.42619176,834.0709107
util,100.2975493,809.2398434,491.7535903,2063.055401,924.7650144,6657.842344,528.4114459,4515.042287,8356.80199,6132.055668,791.4828529,7669.812407,1270.340998,5649.176156,8853.211764,54813.28931,32570.43848,1887.785498,4322.620961,89818.56326,2434.835463,,util,0.100297549,0.809239843,0.49175359,2.063055401,0.924765014,6.657842344,0.528411446,4.515042287,8.35680199,6.132055668,0.791482853,7.669812407,1.270340998,5.649176156,8.853211764,54.81328931,32.57043848,1.887785498,4.322620961,89.81856326,2.434835463,87.38372779
cons,56.51993906,301.7011343,218.7640142,1138.490373,464.6364342,731.2648826,218.5060056,315.2245277,1180.996007,1842.472971,9397.654665,1129.660459,1396.927604,14125.2163,6885.890025,39403.92534,343460.2241,364.6522937,246.3295391,382745.8267,-118.3227546,,cons,0.056519939,0.301701134,0.218764014,1.138490373,0.464636434,0.731264883,0.218506006,0.315224528,1.180996007,1.842472971,9.397654665,1.129660459,1.396927604,14.1252163,6.885890025,39.40392534,343.4602241,0.364652294,0.246329539,382.7458267,-0.118322755,382.8641495
ser1,669.7156045,4855.663686,3076.431508,15314.29516,5974.379007,43100.16851,9586.020506,21425.31314,63172.50791,7075.895419,28569.12164,25656.23129,17275.5572,28859.02203,50122.02597,324732.3486,336216.4792,18382.54883,40171.24533,682737.5243,21788.69651,,ser1,0.669715605,4.855663686,3.076431508,15.31429516,5.974379007,43.10016851,9.586020506,21.42531314,63.17250791,7.075895419,28.56912164,25.65623129,17.2755572,28.85902203,50.12202597,324.7323486,336.2164792,18.38254883,40.17124533,682.7375243,21.78869651,660.9488278
tran,108.3460673,1042.09276,594.7039158,5491.597077,1060.438408,9330.136907,5838.402197,5125.547635,13030.23364,1824.917784,6384.809107,7136.225759,30011.36814,12569.11058,19927.87425,119475.8042,128449.4149,15104.17898,26190.00622,259011.0464,11085.82724,,tran,0.108346067,1.04209276,0.594703916,5.491597077,1.060438408,9.330136907,5.838402197,5.125547635,13.03023364,1.824917784,6.384809107,7.136225759,30.01136814,12.56911058,19.92787425,119.4758042,128.4494149,15.10417898,26.19000622,259.0110464,11.08582724,247.9252192
ser2,676.2904372,5916.01937,3489.533237,8313.223655,6403.720949,29637.61235,4191.340613,16305.74918,43165.41882,4767.105588,28603.86795,87826.43007,22132.40655,154261.9864,67432.5868,483123.292,481565.8025,60447.72156,38983.08573,943224.4586,-21464.63584,,ser2,0.676290437,5.91601937,3.489533237,8.313223655,6.403720949,29.63761235,4.191340613,16.30574918,43.16541882,4.767105588,28.60386795,87.82643007,22.13240655,154.2619864,67.4325868,483.123292,481.5658025,60.44772156,38.98308573,943.2244586,-21.46463584,964.6890945
ser3,116.3021328,577.0797161,433.6179644,921.9190827,940.0815579,4214.241694,416.4115536,2708.241117,5858.025007,1251.40822,2959.280757,15616.03381,3829.327002,27348.35744,61816.9734,129007.3005,668164.4135,14596.89429,13564.88441,796139.704,-1032.009877,,ser3,0.116302133,0.577079716,0.433617964,0.921919083,0.940081558,4.214241694,0.416411554,2.708241117,5.858025007,1.25140822,2.959280757,15.61603381,3.829327002,27.34835744,61.8169734,129.0073005,668.1644135,14.59689429,13.56488441,796.139704,-1.032009877,797.1717139
Intmed,2554.172936,22735.63575,13327.41507,84428.10818,24328.81265,262509.2501,91816.02017,149138.8167,540621.5299,38852.46631,209285.8096,224264.1823,108170.5062,282866.6871,271808.8418,,,,,,,,Intmed,2.554172936,22.73563575,13.32741507,84.42810818,24.32881265,262.5092501,91.81602017,149.1388167,540.6215299,38.85246631,209.2858096,224.2641823,108.1705062,282.8666871,271.8088418,,,,,,,
VA,7359.315373,84789.41591,45690.52356,71122.60563,77156.27466,167199.1411,13269.90017,81305.3677,246023.1891,50966.09695,173460.0171,458473.342,150840.5402,660357.7715,524330.8622,,,,,,,,VA,7.359315373,84.78941591,45.69052356,71.12260563,77.15627466,167.1991411,13.26990017,81.3053677,246.0231891,50.96609695,173.4600171,458.473342,150.8405402,660.3577715,524.3308622,,,,,,,
TO,9913.488308,107525.0517,59017.93863,155550.7138,101485.0873,429708.3912,105085.9203,230444.1844,786644.719,89818.56326,382745.8267,682737.5243,259011.0464,943224.4586,796139.704,,,,,,,,TO,9.913488308,107.5250517,59.01793863,155.5507138,101.4850873,429.7083912,105.0859203,230.4441844,786.644719,89.81856326,382.7458267,682.7375243,259.0110464,943.2244586,796.139704,,,,,,,
Cap,6200.062481,78234.24649,41284.0722,45476.5245,67891.03537,92932.12911,9160.440501,42366.15075,106168.9588,37154.85836,69057.58922,230301.3591,77204.08421,449892.1436,112886.3455,,,,,,,,Cap,6.200062481,78.23424649,41.2840722,45.4765245,67.89103537,92.93212911,9.160440501,42.36615075,106.1689588,37.15485836,69.05758922,230.3013591,77.20408421,449.8921436,112.8863455,,,,,,,
Lab,1159.252891,6555.16942,4406.451358,25646.08113,9265.239293,74267.01197,4109.459668,38939.21695,139854.2303,13811.23858,104402.4279,228171.9829,73636.45601,210465.6279,411444.5167,,,,,,,,Lab,1.159252891,6.55516942,4.406451358,25.64608113,9.265239293,74.26701197,4.109459668,38.93921695,139.8542303,13.81123858,104.4024279,228.1719829,73.63645601,210.4656279,411.4445167,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,coal,crude,natgas,agr,mine,man1,ref,man2,man3,util,cons,ser1,tran,ser2,ser3,Int,fin,Imp,Exp,TO,NX,,US,coal,crude,natgas,agr,mine,man1,ref,man2,man3,util,cons,ser1,tran,ser2,ser3,Int,fin,Imp,Exp,TO,NX,Cons
coal,219.6486199,1380.961407,1803.363712,377.4261992,675.405979,2175.410222,72.53760308,1194.020848,6648.081935,5114.828164,0,206.0169993,540.6325623,469.4017869,10241.74303,31119.47906,1185.024231,9305.723299,4396.84982,27395.62981,-4908.873479,,coal,0.21964862,1.380961407,1.803363712,0.377426199,0.675405979,2.175410222,0.072537603,1.194020848,6.648081935,5.114828164,0,0.206016999,0.540632562,0.469401787,10.24174303,31.11947906,1.185024231,9.305723299,4.39684982,27.39562981,-4.908873479,32.30450329
crude,0,0,0,0,0,0,403071.5189,0,0,0,0,0,0,0,0,403071.5189,0,240499.8884,9668.502404,172240.1329,-230831.386,,crude,0,0,0,0,0,0,403.0715189,0,0,0,0,0,0,0,0,403.0715189,0,240.4998884,9.668502404,172.2401329,-230.831386,403.0715189
natgas,2012.501168,12652.8746,16523.07936,0,6188.31715,139.9111128,3770.241436,5930.117181,86.68630549,54777.12758,0.237107087,2690.545739,5254.073095,2711.458783,14471.35223,127208.5228,150853.9868,59787.52332,6649.18892,224924.1753,-53138.3344,,natgas,2.012501168,12.6528746,16.52307936,0,6.18831715,0.139911113,3.770241436,5.930117181,0.086686305,54.77712758,0.000237107,2.690545739,5.254073095,2.711458783,14.47135223,127.2085228,150.8539868,59.78752332,6.64918892,224.9241753,-53.1383344,278.0625097
agr,0.493539447,3.10295111,4.052067933,74727.60805,1.517603404,238648.3863,14.78779347,5132.261518,487.5227545,1.876100031,1308.734433,11393.59091,42.27156961,2445.442977,3516.156371,337727.805,79579.54912,50365.35002,55485.87098,422427.875,5120.520961,,agr,0.000493539,0.003102951,0.004052068,74.72760805,0.001517603,238.6483863,0.014787793,5.132261518,0.487522755,0.0018761,1.308734433,11.39359091,0.04227157,2.445442977,3.516156371,337.727805,79.57954912,50.36535002,55.48587098,422.427875,5.120520961,417.3073541
mine,297.0953887,1867.880009,2439.2188,1879.831314,913.5500236,1086.628012,89.98548115,14120.74246,17983.13851,502.9822332,14308.27758,182.7887987,1558.366767,4023.079869,6985.900099,68239.46535,17625.8823,13922.26801,12296.79487,84239.8745,-1625.473147,,mine,0.297095389,1.867880009,2.4392188,1.879831314,0.913550024,1.086628012,0.089985481,14.12074246,17.98313851,0.502982233,14.30827758,0.182788799,1.558366767,4.023079869,6.985900099,68.23946535,17.6258823,13.92226801,12.29679487,84.2398745,-1.625473147,85.86534765
man1,229.8532912,1445.119594,1887.146319,29361.8658,706.7847147,292757.5037,524.8391188,25972.54079,37576.2675,291.3583589,27102.46961,147322.5329,3971.402066,68016.79097,169399.5349,806566.0097,810745.1859,274123.6889,136010.9003,1479198.407,-138112.7886,,man1,0.229853291,1.445119594,1.887146319,29.3618658,0.706784715,292.7575037,0.524839119,25.97254079,37.5762675,0.291358359,27.10246961,147.3225329,3.971402066,68.01679097,169.3995349,806.5660097,810.7451859,274.1236889,136.0109003,1479.198407,-138.1127886,1617.311196
ref,425.3458826,2674.208692,3492.183699,25575.39443,1307.912394,9982.61654,38792.49782,39101.41922,7603.939549,2093.091388,58261.28694,32039.67441,109881.4522,46394.57633,84963.31195,462588.9115,219203.0144,100917.4391,110438.8883,691313.375,9521.449154,,ref,0.425345883,2.674208692,3.492183699,25.57539443,1.307912394,9.98261654,38.79249782,39.10141922,7.603939549,2.093091388,58.26128694,32.03967441,109.8814522,46.39457633,84.96331195,462.5889115,219.2030144,100.9174391,110.4388883,691.313375,9.521449154,681.7919259
man2,860.4752808,5409.927706,7064.692222,28114.15332,2645.908495,66242.07359,5010.027783,264216.6541,82195.50975,314.0825119,66639.71797,40012.02385,5402.232561,34206.86638,115529.3302,723863.6758,309307.6494,268902.8098,184684.9065,948953.4219,-84217.90328,,man2,0.860475281,5.409927706,7.064692222,28.11415332,2.645908495,66.24207359,5.010027783,264.2166541,82.19550975,0.314082512,66.63971797,40.01202385,5.402232561,34.20686638,115.5293302,723.8636758,309.3076494,268.9028098,184.6849065,948.9534219,-84.21790328,1033.171325
man3,1723.867781,10838.19637,14153.33546,6376.326604,5300.78726,47787.03044,1120.352159,37615.88097,704249.8412,824.2702881,111917.6897,83251.631,23521.85212,92192.91909,178813.0908,1319687.071,1247970.56,1033415.105,686795.2233,2221037.75,-346619.8814,,man3,1.723867781,10.83819637,14.15333546,6.376326604,5.30078726,47.78703044,1.120352159,37.61588097,704.2498412,0.824270288,111.9176897,83.251631,23.52185212,92.19291909,178.8130908,1319.687071,1247.97056,1033.415105,686.7952233,2221.03775,-346.6198814,2567.657631
util,367.6056726,2311.187965,3018.123814,4351.263426,1130.364804,18911.90691,1936.818503,16958.053,17029.84958,212.3086748,2816.230504,26326.4784,1766.91025,20663.24216,37375.11852,155175.4622,191864.2403,4616.104417,722.6832402,343146.2813,-3893.421176,,util,0.367605673,2.311187965,3.018123814,4.351263426,1.130364804,18.91190691,1.936818503,16.958053,17.02984958,0.212308675,2.816230504,26.3264784,1.76691025,20.66324216,37.37511852,155.1754622,191.8642403,4.616104417,0.72268324,343.1462813,-3.893421176,347.0397024
cons,618.0805542,3885.958364,5074.577947,1799.524975,1900.559639,5651.533092,471.7596056,4223.213462,7444.845381,4255.257524,925.9368497,11800.80407,6558.452363,58942.67567,78028.37415,191581.5537,873620.675,1336.288782,88.56009,1063954.5,-1247.728692,,cons,0.618080554,3.885958364,5.074577947,1.799524975,1.900559639,5.651533092,0.471759606,4.223213462,7.444845381,4.255257524,0.92593685,11.80080407,6.558452363,58.94267567,78.02837415,191.5815537,873.620675,1.336288782,0.08856009,1063.9545,-1.247728692,1065.202229
ser1,554.97621,3489.21258,4556.477335,23700.76369,1706.517667,97382.05355,21058.57023,49388.91546,118807.3176,3464.523781,79479.60099,152045.2022,25154.75767,189489.7837,183576.2031,953854.8757,2687145.299,28698.24444,145175.3816,3757477.312,116477.1371,,ser1,0.55497621,3.48921258,4.556477335,23.70076369,1.706517667,97.38205355,21.05857023,49.38891546,118.8073176,3.464523781,79.47960099,152.0452022,25.15475767,189.4897837,183.5762031,953.8548757,2687.145299,28.69824444,145.1753816,3757.477312,116.4771371,3641.000175
tran,611.8841066,3847.000437,5023.703743,7716.263659,1881.505944,46276.32433,15868.0314,24692.75852,36058.42493,12504.43952,14303.45227,95661.12478,62799.20657,56812.65819,83047.52775,467104.3061,272303.6083,46393.76811,106215.1701,799229.3164,59821.40199,,tran,0.611884107,3.847000437,5.023703743,7.716263659,1.881505944,46.27632433,15.8680314,24.69275852,36.05842493,12.50443952,14.30345227,95.66112478,62.79920657,56.81265819,83.04752775,467.1043061,272.3036083,46.39376811,106.2151701,799.2293164,59.82140199,739.4079144
ser2,3537.027609,22237.78426,29039.77836,32764.29416,10876.14207,173956.5408,3030.999543,106875.0625,251161.7411,8979.182977,116945.3006,638434.3512,123434.0795,2316424.947,1206303.35,5044000.582,3356794.682,252892.5519,331286.0388,8479188.75,78393.48699,,ser2,3.537027609,22.23778426,29.03977836,32.76429416,10.87614207,173.9565408,3.030999543,106.8750625,251.1617411,8.979182977,116.9453006,638.4343512,123.4340795,2316.424947,1206.30335,5044.000582,3356.794682,252.8925519,331.2860388,8479.18875,78.39348699,8400.795263
ser3,356.0071684,2238.266556,2922.897531,5432.418566,1094.700118,25114.53082,1087.858288,16353.68039,27379.78719,1184.455352,16645.46645,76911.97286,13286.63896,176001.6164,299139.0666,665149.3633,5500893.668,13808.65127,51159.14977,6203393.53,37350.4985,,ser3,0.356007168,2.238266556,2.922897531,5.432418566,1.094700118,25.11453082,1.087858288,16.35368039,27.37978719,1.184455352,16.64546645,76.91197286,13.28663896,176.0016164,299.1390666,665.1493633,5500.893668,13.80865127,51.15914977,6203.39353,37.3504985,6166.043031
Intmed,11814.86227,74281.6815,97002.63037,242177.1342,36329.97386,1026112.45,495920.8257,611775.3205,1314712.953,94519.78446,510654.4011,1318278.738,383172.3283,3068795.459,2471390.06,,,,,,,,Intmed,11.81486227,74.2816815,97.00263037,242.1771342,36.32997386,1026.11245,495.9208257,611.7753205,1314.712953,94.51978446,510.6544011,1318.278738,383.1723283,3068.795459,2471.39006,,,,,,,
VA,15580.76754,97958.45144,127921.5449,180250.7408,47909.90064,453085.9575,195392.5493,337178.1014,906324.7967,248626.4968,553300.0989,2439198.574,416056.9881,5410393.291,3732003.47,,,,,,,,VA,15.58076754,97.95845144,127.9215449,180.2507408,47.90990064,453.0859575,195.3925493,337.1781014,906.3247967,248.6264968,553.3000989,2439.198574,416.0569881,5410.393291,3732.00347,,,,,,,
TO,27395.62981,172240.1329,224924.1753,422427.875,84239.8745,1479198.407,691313.375,948953.4219,2221037.75,343146.2813,1063954.5,3757477.312,799229.3164,8479188.75,6203393.53,,,,,,,,TO,27.39562981,172.2401329,224.9241753,422.427875,84.2398745,1479.198407,691.313375,948.9534219,2221.03775,343.1462813,1063.9545,3757.477312,799.2293164,8479.18875,6203.39353,,,,,,,
Cap,11164.37321,70191.96634,91661.97141,87399.63262,34329.76006,201511.9154,166216.5732,177119.3564,342251.0701,182584.5314,65707.46357,901146.0367,116418.6557,2931508.95,760984.6332,,,,,,,,Cap,11.16437321,70.19196634,91.66197141,87.39963262,34.32976006,201.5119154,166.2165732,177.1193564,342.2510701,182.5845314,65.70746357,901.1460367,116.4186557,2931.50895,760.9846332,,,,,,,
Lab,4416.394333,27766.4851,36259.5735,92851.10823,13580.14059,251574.0421,29175.97609,160058.745,564073.7266,66041.96538,487592.6354,1538052.537,299638.3323,2478884.341,2971018.837,,,,,,,,Lab,4.416394333,27.7664851,36.2595735,92.85110823,13.58014059,251.5740421,29.17597609,160.058745,564.0737266,66.04196538,487.5926354,1538.052537,299.6383323,2478.884341,2971.018837,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW,coal,crude,natgas,agr,mine,man1,ref,man2,man3,util,cons,ser1,tran,ser2,ser3,Int,fin,Imp,Exp,TO,NX,,RW,coal,crude,natgas,agr,mine,man1,ref,man2,man3,util,cons,ser1,tran,ser2,ser3,Int,fin,Imp,Exp,TO,NX,Cons
coal,4657.796851,10668.00265,16768.96468,9603.881116,14170.97298,18112.13582,30664.45721,19876.91752,39146.95382,115737.5133,2076.505864,12706.88304,9236.924293,7392.905465,18644.88154,329465.6961,35407.66376,5820.209732,88311.32391,447364.4741,82491.11418,,coal,4.657796851,10.66800265,16.76896468,9.603881116,14.17097298,18.11213582,30.66445721,19.87691752,39.14695382,115.7375133,2.076505864,12.70688304,9.236924293,7.392905465,18.64488154,329.4656961,35.40766376,5.820209732,88.31132391,447.3644741,82.49111418,364.8733599
crude,83.84695986,144.2404888,194.6092861,1.99467269,310.2558191,10.32549914,559536.7995,588.9344056,21.23844582,4779.430669,0.457291014,9.668842972,4.29196707,26.79487177,21.1660378,565734.0547,0,12905.23659,463498.7487,1016327.567,450593.5121,,crude,0.08384696,0.144240489,0.194609286,0.001994673,0.310255819,0.010325499,559.5367995,0.588934406,0.021238446,4.779430669,0.000457291,0.009668843,0.004291967,0.026794872,0.021166038,565.7340547,0,12.90523659,463.4987487,1016.327567,450.5935121,565.7340547
natgas,67883.39918,144817.2387,250688.4715,169.3630904,207301.3254,25877.82274,2170.792266,133142.4743,40918.74445,253806.2964,6802.041196,11346.87802,30832.62191,19973.46204,7674.490075,1203405.421,170964.2426,10180.84307,148870.6786,1513059.499,138689.8356,,natgas,67.88339918,144.8172387,250.6884715,0.16936309,207.3013254,25.87782274,2.170792266,133.1424743,40.91874445,253.8062964,6.802041196,11.34687802,30.83262191,19.97346204,7.674490075,1203.405421,170.9642426,10.18084307,148.8706786,1513.059499,138.6898356,1374.369664
agr,270.6495075,612.1685494,868.4491627,303260.1752,732.8952377,861941.9147,4250.287177,18901.9888,7909.958528,171.9151503,27848.11256,108053.4922,13332.51496,7513.151671,28433.62998,1384101.303,1245787.217,73374.77116,154673.8273,2711187.576,81299.05611,,agr,0.270649508,0.612168549,0.868449163,303.2601752,0.732895238,861.9419147,4.250287177,18.9019888,7.909958528,0.17191515,27.84811256,108.0534922,13.33251496,7.513151671,28.43362998,1384.101303,1245.787217,73.37477116,154.6738273,2711.187576,81.29905611,2629.88852
mine,22525.82331,51999.13311,83187.05852,13026.69914,70571.94116,15572.51879,26092.53049,79750.58322,295031.6115,20107.44372,372658.2385,4746.342831,12594.35717,5318.387758,47077.7027,1120260.372,32212.45075,34017.15139,198608.4998,1317064.171,164591.3484,,mine,22.52582331,51.99913311,83.18705852,13.02669914,70.57194116,15.57251879,26.09253049,79.75058322,295.0316115,20.10744372,372.6582385,4.746342831,12.59435717,5.318387758,47.0777027,1120.260372,32.21245075,34.01715139,198.6084998,1317.064171,164.5913484,1152.472823
man1,1579.720665,3560.99867,5002.160914,155378.749,4516.885959,922078.7315,2599.000067,68824.47453,109870.8918,7129.85694,127200.4287,349006.6358,43664.6926,153237.2555,219582.8789,2173233.362,2485209.758,532366.2947,409094.202,4535171.027,-123272.0927,,man1,1.579720665,3.56099867,5.002160914,155.378749,4.516885959,922.0787315,2.599000067,68.82447453,109.8708918,7.12985694,127.2004287,349.0066358,43.6646926,153.2372555,219.5828789,2173.233362,2485.209758,532.3662947,409.094202,4535.171027,-123.2720927,4658.443119
ref,3439.443147,9399.241391,9724.116399,44708.76803,10517.87138,34435.73197,69163.2477,134759.0816,67963.20636,72856.33933,74856.97754,64083.0548,238477.632,54629.76069,65312.89434,954327.3667,294155.6366,115434.5098,192094.2021,1325142.696,76659.69226,,ref,3.439443147,9.399241391,9.724116399,44.70876803,10.51787138,34.43573197,69.1632477,134.7590816,67.96320636,72.85633933,74.85697754,64.0830548,238.477632,54.62976069,65.31289434,954.3273667,294.1556366,115.4345098,192.0942021,1325.142696,76.65969226,1248.483003
man2,4675.855928,11658.65514,14309.59558,93712.10086,12905.41772,166934.2008,13377.09043,635841.8436,332615.5439,17505.82691,406950.6678,51869.49839,47304.84086,52301.51625,217926.1326,2079888.787,404708.7844,447741.2338,441234.652,2478090.989,-6506.581795,,man2,4.675855928,11.65865514,14.30959558,93.71210086,12.90541772,166.9342008,13.37709043,635.8418436,332.6155439,17.50582691,406.9506678,51.86949839,47.30484086,52.30151625,217.9261326,2079.888787,404.7087844,447.7412338,441.234652,2478.090989,-6.506581795,2484.597571
man3,13282.58531,32266.50999,42696.77368,30649.97669,38323.77907,88216.50784,13732.21344,85722.84078,2974520.104,56754.34171,679931.2335,159737.0675,178320.806,204473.9175,201646.9988,4800275.656,2740239.616,1721687.576,1344722.473,7163550.169,-376965.1032,,man3,13.28258531,32.26650999,42.69677368,30.64997669,38.32377907,88.21650784,13.73221344,85.72284078,2974.520104,56.75434171,679.9312335,159.7370675,178.320806,204.4739175,201.6469988,4800.275656,2740.239616,1721.687576,1344.722473,7163.550169,-376.9651032,7540.515272
util,14296.67641,34987.45735,48500.0065,26906.68384,39101.49956,77444.41782,27300.39922,74552.47133,132907.5981,180500.6703,45827.88334,118592.1039,66793.32822,96802.57657,163228.8681,1147742.641,396409.0737,10382.23438,12815.60315,1546585.083,2433.368775,,util,14.29667641,34.98745735,48.5000065,26.90668384,39.10149956,77.44441782,27.30039922,74.55247133,132.9075981,180.5006703,45.82788334,118.5921039,66.79332822,96.80257657,163.2288681,1147.742641,396.4090737,10.38223438,12.81560315,1546.585083,2.433368775,1544.151714
cons,2712.632977,5423.80813,7195.333791,12553.35846,8664.286059,12146.91732,3288.088629,11638.68139,22571.18098,25874.91772,151053.8716,37525.67319,35039.88858,126198.7066,113568.616,575455.9615,3904850.47,15699.47242,8728.637045,4473335.596,-6970.835375,,cons,2.712632977,5.42380813,7.195333791,12.55335846,8.664286059,12.14691732,3.288088629,11.63868139,22.57118098,25.87491772,151.0538716,37.52567319,35.03988858,126.1987066,113.568616,575.4559615,3904.85047,15.69947242,8.728637045,4473.335596,-6.970835375,4480.306432
ser1,10118.13928,24353.68172,32128.15538,143077.7298,30308.06854,430649.2069,106657.7911,173201.4901,454657.0064,76281.67874,339126.1273,310688.6761,184216.7499,303377.0568,337659.8809,2956501.439,3648537.896,353247.5616,138284.3706,6390076.144,-214963.191,,ser1,10.11813928,24.35368172,32.12815538,143.0777298,30.30806854,430.6492069,106.6577911,173.2014901,454.6570064,76.28167874,339.1261273,310.6886761,184.2167499,303.3770568,337.6598809,2956.501439,3648.537896,353.2475616,138.2843706,6390.076144,-214.963191,6605.039335
tran,12323.68069,29374.11968,40737.74527,64143.0157,37361.23977,184268.2423,78688.83783,93838.58894,198687.4733,40865.54006,240936.0328,289493.4288,280142.7369,178872.5898,184620.7144,1954353.986,1230146.292,383643.9229,147951.6447,2948808,-235692.2781,,tran,12.32368069,29.37411968,40.73774527,64.1430157,37.36123977,184.2682423,78.68883783,93.83858894,198.6874733,40.86554006,240.9360328,289.4934288,280.1427369,178.8725898,184.6207144,1954.353986,1230.146292,383.6439229,147.9516447,2948.808,-235.6922781,3184.500278
ser2,16254.39814,42447.71694,52095.27081,72243.62421,54316.63268,224533.985,21873.2285,139660.9477,393925.5759,83446.60889,327364.455,757552.6119,298589.9459,1491669.917,698078.9977,4674053.916,4272597.952,422670.4331,267817.3092,8791798.744,-154853.1239,,ser2,16.25439814,42.44771694,52.09527081,72.24362421,54.31663268,224.533985,21.8732285,139.6609477,393.9255759,83.44660889,327.364455,757.5526119,298.5899459,1491.669917,698.0789977,4674.053916,4272.597952,422.6704331,267.8173092,8791.798744,-154.8531239,8946.651868
ser3,4189.982142,11860.64271,13614.29785,15898.92243,12400.29324,38440.00599,3276.427841,20595.96848,53265.62587,13753.54557,30981.57529,100316.182,76333.60634,225024.4266,260877.7772,880829.2795,6250106.066,36490.96634,49770.54924,7144214.929,13279.58289,,ser3,4.189982142,11.86064271,13.61429785,15.89892243,12.40029324,38.44000599,3.276427841,20.59596848,53.26562587,13.75354557,30.98157529,100.316182,76.33360634,225.0244266,260.8777772,880.8292795,6250.106066,36.49096634,49.77054924,7144.214929,13.27958289,7130.935346
Intmed,178294.6305,413573.6152,617711.0093,985335.0423,541503.3646,3100662.665,962671.1914,1690897.287,5124012.714,969571.9254,2833614.608,2375728.197,1514884.938,2926812.425,2564355.629,,,,,,,,Intmed,178.2946305,413.5736152,617.7110093,985.3350423,541.5033646,3100.662665,962.6711914,1690.897287,5124.012714,969.5719254,2833.614608,2375.728197,1514.884938,2926.812425,2564.355629,,,,,,,
VA,269069.8436,602753.9516,895348.4901,1725852.534,775560.8064,1434508.362,362471.5042,787193.7027,2039537.456,577013.1577,1639720.988,4014347.947,1433923.063,5864986.32,4579859.3,,,,,,,,VA,269.0698436,602.7539516,895.3484901,1725.852534,775.5608064,1434.508362,362.4715042,787.1937027,2039.537456,577.0131577,1639.720988,4014.347947,1433.923063,5864.98632,4579.8593,,,,,,,
TO,447364.4741,1016327.567,1513059.499,2711187.576,1317064.171,4535171.027,1325142.696,2478090.989,7163550.169,1546585.083,4473335.596,6390076.144,2948808,8791798.744,7144214.929,,,,,,,,TO,447.3644741,1016.327567,1513.059499,2711.187576,1317.064171,4535.171027,1325.142696,2478.090989,7163.550169,1546.585083,4473.335596,6390.076144,2948.808,8791.798744,7144.214929,,,,,,,
