0.753070973	0.001058991	0.010181339	0.001420114	0.234268582
0.003215355	0.440098499	0.034693745	0.055104834	0.466887568
0.002004516	0.017577214	0.47745884	0.167086474	0.335872956
0.001570759	0.005083182	0.098256252	0.711937273	0.183152533
0.002199349	0.003816692	0.006371814	0.00356346	0.984048685
0.531674193	9.99613E-05	0.00482196	0.002838481	0.460565404
0.000211185	0.278694631	0.013861816	0.009725771	0.697506597
0.000508263	0.000513544	0.995688586	0.00112139	0.002168217
0.000198447	0.00778314	0.172861593	0.403331972	0.415824849
0.002829126	0.003274399	0.005413654	0.01129431	0.97718851
0.74590779	0.000744853	0.007077941	0.001562441	0.244706975
0.001261474	0.340533524	0.018022367	0.015493084	0.624689551
0.004158638	0.007638227	0.901595174	0.045456525	0.041151435
0.000518889	0.002983299	0.065413161	0.784985314	0.146099337
0.000966233	0.0014032	0.003039879	0.001998334	0.992592355
0.945217462	0.002344662	0.001393917	0.009762862	0.041281099
0.004609254	0.896783217	0.002869727	0.007784631	0.087953172
0.00350192	0.004453767	0.881792795	0.075042783	0.035208735
0.004356438	0.00749654	0.027593256	0.879308741	0.081245026
0.004639995	0.010200759	0.003171337	0.009888244	0.972099665
0.650065519	0.002206782	0.023859752	0.001081969	0.322785978
0.006025277	0.513657536	0.135114228	0.013574768	0.331628191
0.025639935	0.029623175	0.660352184	0.085109009	0.199275696
0.003318357	0.004052407	0.078370004	0.837859295	0.076399937
0.002443202	0.009993468	0.014083268	0.002996725	0.970483337
0.96435819	0.007789234	0.001903665	0.004100573	0.021848339
0.032591739	0.869837276	0.001842168	0.007952766	0.087776051
0.030930345	0.023336323	0.788115195	0.104001746	0.053616391
0.039634211	0.023114615	0.029000491	0.830506529	0.077744153
0.045298587	0.052886171	0.003289728	0.012805388	0.885720126
0.890747681	0.004829135	0.000408409	0.003656241	0.100358535
0.002176164	0.830196524	0.003036389	0.031307365	0.133283558
0.002733714	0.055304254	0.591444018	0.304590651	0.045927363
0.001980489	0.045657372	0.033570223	0.851982056	0.06680986
0.008512966	0.045543642	0.00181435	0.036588859	0.907540183
0.908773054	0.014609084	0.001042574	0.007243296	0.068331992
0.027076427	0.82529557	0.002702123	0.02965244	0.11527344
0.039129083	0.079182289	0.602812986	0.207555722	0.071319919
0.036658323	0.087573722	0.044458275	0.739730669	0.091579012
0.050928055	0.097159646	0.005061877	0.027057164	0.819793258
0.856814359	0.032492208	0.002349005	0.014219886	0.094124543
0.054376547	0.823456546	0.005615449	0.026097127	0.090454332
0.082961394	0.067391516	0.515625744	0.229756413	0.104264933
0.099238017	0.070573919	0.106182523	0.59752613	0.126479411
0.079686823	0.102826733	0.006085546	0.039725822	0.771675076
0.996403216	0.002023097	4.09164E-05	1.15268E-05	0.001521244
0.00076331	0.985954838	0.002913659	0.000424405	0.009943788
0.001480535	0.016561885	0.978396601	0.001283895	0.002277084
0.000587374	0.005382434	0.003513431	0.986698627	0.003818133
0.000443854	0.006118349	5.35288E-05	0.000107853	0.993276416
0.99692659	0.002556551	3.84455E-06	1E-07	0.000512915
0.002513494	0.994243852	2.16142E-05	3.7867E-05	0.003183173
1E-07	0.000824975	0.999047394	1E-07	0.000127431
1E-07	0.001064028	7.08317E-05	0.998745407	0.000119633
0.00067513	0.002804	2.50057E-05	1E-07	0.996495764
0.976001022	0.006333303	0.001895324	0.000276404	0.015493948
0.00633098	0.965748697	0.002371076	0.00410617	0.021443077
0.006849143	0.00840383	0.972187637	0.000745548	0.011813843
0.000546191	0.001322255	0.001522059	0.992118033	0.004491462
0.010831305	0.020190473	0.003293795	0.01916595	0.946518477
0.943417391	0.009873381	0.000607058	0.014008006	0.032094164
0.013547856	0.890093947	0.007392941	0.031416603	0.057548654
0.010389381	0.009011039	0.939077682	0.03728475	0.004237147
0.009609083	0.011842663	0.008608071	0.937255516	0.032684667
0.017541468	0.090587581	0.002103684	0.01023952	0.879527747
0.958808202	0.02467067	3.94235E-05	0.009594617	0.006887088
0.002221294	0.949259045	0.001462418	0.022004716	0.025052527
0.001677365	0.014698204	0.937339686	0.044254585	0.00203016
0.005100805	0.016051967	0.002918113	0.969896594	0.006032521
0.002008006	0.034595681	0.000293564	0.010346169	0.95275658
0.977910237	0.00467459	9.29164E-05	0.013084738	0.004237519
0.001993004	0.987647454	0.000778222	0.002597505	0.006983814
0.000154438	0.006476875	0.981689147	0.009181925	0.002497616
2.95788E-05	0.000880829	0.001111945	0.997760533	0.000217115
0.000608996	0.003079015	0.000300646	0.001128619	0.994882724
0.273205424	0.00038419	0.003693672	0.000515201	0.084989927
0.000224011	0.030661237	0.00241708	0.003839101	0.032527606
8.0925E-07	7.09616E-06	0.000192757	6.7455E-05	0.000135596
7.24564E-05	0.000234479	0.004532394	0.032840454	0.008448514
0.001145884	0.001988537	0.003319782	0.0018566	0.512699738
0.086644329	1.62902E-05	0.000785811	0.000462573	0.075056079
3.67326E-05	0.048474836	0.002411059	0.001691655	0.121321023
1.01559E-05	1.02615E-05	0.019895485	2.24072E-05	4.33245E-05
5.30983E-05	0.002082528	0.046252439	0.107919216	0.111261926
0.001062475	0.001229696	0.002033091	0.004241564	0.366981943
0.037636399	3.75832E-05	0.000357133	7.88364E-05	0.012347222
8.73376E-05	0.023576678	0.00124777	0.001072656	0.043250086
8.06738E-05	0.000148175	0.01749013	0.000881815	0.000798301
7.51711E-05	0.000432188	0.009476354	0.113720217	0.021165298
0.000691861	0.001004747	0.002176675	0.001430887	0.710735806
0.238729597	0.000592181	0.000352056	0.002465765	0.010426193
0.000615882	0.119826953	0.000383449	0.001040172	0.011752183
0.000100554	0.000127886	0.025319825	0.002154781	0.001010985
0.000349075	0.000600686	0.002211006	0.070457673	0.00651004
0.002343072	0.005151109	0.00160144	0.004993297	0.49088414
0.151856564	0.000515509	0.005573684	0.00025275	0.075403429
0.00034632	0.029523976	0.007766087	0.00078025	0.019061305
0.001119956	0.001293945	0.028844284	0.003717574	0.008704393
0.000153067	0.000186926	0.003614988	0.038648096	0.003524115
0.001512617	0.006187084	0.008719131	0.001855311	0.600838639
0.218990824	0.001768815	0.000432293	0.000931177	0.00496142
0.006396958	0.170727696	0.000361572	0.001560933	0.017228283
0.001204511	0.000908779	0.030691326	0.004050108	0.002087966
0.005492066	0.003202965	0.004018564	0.115082317	0.010772916
0.018079958	0.021108379	0.001313024	0.005110996	0.353516155
0.113482421	0.000615238	5.20318E-05	0.00046581	0.012785809
0.00050448	0.192456698	0.000703898	0.007257694	0.030897881
0.000111355	0.002252769	0.024091935	0.012407223	0.001870809
0.000419748	0.009676686	0.007114919	0.180570247	0.014159773
